藥品編號,收費編號,藥品英文名,藥品中文名,顏色,形狀,劑型,廠牌名,中文加強描述,英文加強描述,備註
PCB013M,PCB013M SA1 1PC,Plaquenil,必賴克廔,白色,圓形,鋁箔裝錠劑,Sanofi,有 HCQ 與 200 字樣,imprint with HCQ & 200,2019.10.16
PGA048M,PGA048M     1PC,Depakine,帝拔癲,白色,圓形,錠劑,賽諾菲聖德拉堡,,,
PKD012M,PKD012M     1PC,Normacol,樂瑪可,咖啡色,,顆粒,Norgine,,,
PBA020M,PBA020M RM1 1PC,Benamine,去敏膠囊,紅 / 白色,,膠囊,榮民,有327字樣,imprinted with 327,105.05.31
PQB024M,,Theolinate,壽寧耐,紅色,圓形,錠劑,佑寧,,,
PZA024M,PZA024M     1PC,Viartril-S,維骨力,紅 / 白色,,膠囊,Rottapharm,有ROTTA字樣,imprint with ROTTA,
PZA027M,PZA027M     1PC,Viagra,威而鋼錠,藍色,菱形,錠劑,輝瑞,有pfizer及VGR 100字樣,imprint with pfizer & VGR 100,
PZA068M,PZA068M     1PC,Agrylin,安閣靈,白色,,膠囊,Patheon,有 063字樣,imprint with 063,
PZA080M,PZA080M     1PC,Prograf 1mg,普樂可復膠囊 1毫克,白色,,膠囊,Astellas,有617與 1mg字樣,imprint with 1mg / 617,2023.03.25
PZA110M,PZA110M     1PC,Apano,保諾錠,黃色,圓形,錠劑,美時,有Apano字樣,imprint with Apano,
PZA120M,PZA120M     1PC,Carnitene,加力體能,白色,圓形,錠劑,Sigma-Tau,,,
PZA121M,PZA121M     1PC,Thado,賽得,橘/白色,,膠囊,台灣東洋,有Thado字樣,imprint with Thado,
PKA044M,PKA044M     1PC,Nexium,耐適恩,紅棕色,橢圓形,錠劑,阿斯特捷利康,有 AE1及40mg 字樣,imprint with AE1 & 40mg,
PCA006M,PCA006M     1PC,Kaicide,凱光,白色,長圓柱形,錠劑,衛達化學,有刻痕 與 KDPC字樣,scored, imprint with KDPC,2019.09.27
PFE046M,PFE046M     1PC,Anpo,安寶,白色,圓形,錠劑,信東,,,
PGB030M,PGB030M     1PC,Madopar 250mg,美道普錠200/50毫克,紅棕色,圓形,錠劑,Roche,有十字刻痕 與ROCHE字樣,quadrisect scored, imprint with ROCHE,2023.04.27
PIC008M,PIC008M     1PC,Behyd,泌排特,白色,圓形,鋁箔裝錠劑,杏林新生,有TKP-077字樣,imprint with TKP-077,
PIE008M,PIE008M     1PC,Kalimate,加利美粉,黃色,,粉末,Kowa/宜泰/順華,鋁箔包上印有紅色字體,Aluminium foil package printed with red words,101.04.12
PIH006M,PIH006M     1PC,Euricon,優力康,白色,圓形,鋁箔裝錠劑,健喬信元,有SY/50字樣,imprint with SY/50,101.07.30
PIH008M,PIH008M     1PC,Procid,彼洛喜錠,白色,圓形,錠劑,強生,錠上刻有" J" 字樣,Tablet imprint with "J",101.04.12
PZA023M,PZA023M     1PC,Provigil,普衛醒錠,白色,橢圓形,錠劑,Cephalon,有200/MG與 PROVIGIL字樣,imprint with 200/MG & PROVIGIL,
PKA034M,PKA034M     1PC,Sucrate,舒胃泰,乳白色,,懸浮液,Lisapharma,,,
PKA050M,PKA050M     1PC,Cytotec,喜克潰,白色,六角形,錠劑,輝瑞,有刻痕與 SEARLE/1461字樣,scored, imprint with SEARLE/1461,2020.04.28
PKF024M,PKF024M     2PC,Zofran,卓弗蘭,淺黃橙色,橢圓形,鋁箔裝錠劑,諾華,有 GX ET5 字樣,imprint with GX ET5,2019.05.08
PKB002M,PKB002M     1PC,Antibiophilus,阿德比,白色,,膠囊,Lyocentro,,,
PKB023M,,Zelmac,暢能,白色,圓形,鋁箔裝錠劑,諾華,有EH及NVR字樣,imprint with EH & NVR,
PCF018M,,Pentasa,頗得斯安,米白色,圓形,鋁箔裝錠劑,Ferring,有500mg及PENTASA字樣,imprint with 500mg & PENTASA,
PCH045M,PCH045M     1PC,Hepsera,干適能,白色,圓形,錠劑,葛蘭素,有GS KNU字樣,imprint with GS KNU,
PGD002M,PGD002M     1PC,Temgesic,丁基原啡因,白色,圓形,錠劑,Reckitt-Benckiser,一面有L字樣,imprint with "L",
PCD026M,PCD026M     1PC,Vfend,黴飛,白色,圓形,錠劑,輝瑞,有Pfizer及 VOR50字樣,imprint with Pfizer & VOR50,1000329
PKA061M,PKA061M     1PC,Macgel,固胃皆樂,粉紅/白色,圓形,錠劑,永信,有SF字樣及刻痕,imprint with SF, scored,
PGG017M,,Zyprexa,金普薩,白色,圓形,錠劑,禮來,有LILLY 與 4117 字樣,imprint with Lilly & 4117,
PME024M,PME024M     1PC,Amaryl,瑪爾胰,綠色,蝴蝶形,錠劑,安萬特,有NMM字樣,imprint with NMM,
PME026M,PME026M     1PC,Actos,愛妥糖,白色,圓形,錠劑,武田,有30與 391字樣,imprint with 30 & 391,
PMF052M,,Fosamax,福善美,白色,長橢圓形,錠劑,默沙東,有 31 字樣,imprint with "31",
PPA018M,PPA018M     1PC,Prostarmon-E,保樂胎蒙戊錠,白色,圓形,錠劑,仁興,,,
PRA003M,PRA003M MH1 1PC,Befon,倍鬆錠,白色,圓形,錠劑,美時,有 M.S.字樣,With M.S.,107.07.26
PSA044M,PSA044M     1PC,Alinamin-F50,合利他命-F50,黃色,圓形,糖衣錠,武田/杏輝,有F50字樣,imprint with F50,2020.04.28
PSA072M,PSA072M     1PC,Vitamin-E( 強生),維生素戊,綠色,圓形,糖衣錠,強生,,,
PWM012M,,Puvadin,普膚寧,粉紅色,圓形,錠劑,Medochemie,有刻痕,scored,
PZA008M,,Questrann,貴舒醇,乳白色,,粉末,必治妥,,,
PZA018M,PZA018M     1PC,Pletaal,大塚普達錠,白色,圓形,錠劑,大塚,有 OG31字樣,imprint with OG31,
PGG040M,,Serenace,施寧,黃色,圓形,錠劑,法瑪西亞,有刻痕與 SEARLE字樣,scored, imprint with SEARLE,
PMC026M,PMC026M     1PC,Livial,利飛亞(原廠盒裝產品短缺，暫以片裝替代),白色,圓形,錠劑,MSD,有MK 2與 ORGANON字樣,imprint with MK 2 & ORGANON,107.04.13
PMC038M,PMC038M     1PC,Evista,鈣穩,白色,橢圓形,鋁箔裝錠劑,禮來,有4165字樣,imprint with "4165",
PSA045M,PSA045M     1PC,Neotigason,新定康癬,茶色/米黃色,,膠囊,Actavis,有Actavis及25字樣,imprinted with Actavis and 25,980224
PSA051M,PSA051M     1PC,Roaccutane,羅可坦,淡紫色,,膠囊,羅氏,有Roaccutane與 ROA 10字樣,imprint with Roaccutane & ROA 10,
PZA016M,PZA016M     1PC,Cellcept,山喜多,藍 / 橘色,,膠囊,羅氏,有Cellcept250與 Roche字樣,imprint with Cellcept 250 & Roche,
PZA074M,PZA074M     1PC,Singulair,欣流,淡橘色,圓形,錠劑,默沙東,有Singulair與 MSD 275字樣,imprint with MSD 275 & SINGULAIR,107.07.06
PZA136M,PZA136M     1PC,Tracleer,,肉色,圓形,錠劑,Actelion,一面有62.5字樣,imprint with "62.5",
PED020M,PED020M YY1 1PC,Spasmol,速易痙,藍/灰色,,膠囊,應元化學,,,106.09.27
PGG038M,PGG038M     1PC,LIDIN,立定,白色,圓形,錠劑,優良化學,有U/L 031字樣,imprint with U/L & 031,
PIG058M,PIG058M     1PC,K-Phos,,豬肝色,長橢圓形,錠劑,Beach,有11  34 與 BEACH字樣,imprint with 11 34 & BEACH,
PEC023M,,Reminyl,利憶靈,白色,圓形,錠劑,楊森,有Janssen及G4字樣,imprint with JANSSEN & G4,
PEC024M,,Reminyl,利憶靈,粉紅色,圓形,錠劑,楊森,有Janssen及G8字樣,imprint with JANSSEN & G8,
PCD011M,,Cotrizine,剋菌寧錠,白色,圓形,錠劑,瑞士,有 SPC 與  C60 字樣,imprint with SPC & C60,
PDA065M,PDA065M     1PC,Femara 2.5mg,復乳納膜衣錠 2.5毫克,土黃色,圓形,錠劑,Novartis,一面刻有「FV」、另一面刻有「CG」字樣,Engraved with「FV」on one side and「CG」on the other side,2023.03.23
PDA102M,PDA102M     1PC,Sandimmun Neoral,新體睦,灰色,橢圓形,軟膠囊,諾華,有 s 100mg字樣,imprint with s 100mg,
PDA164M,PDA164M     1PC,Temodal 100mg,帝盟多,白色,,膠囊,Schering,鋁箔袋單顆包裝，印有TEMODAL與 100mg字樣,Unit dose foiled package, capsule imprint with TEMODAL & 100mg,102.01.09
PEC002M,PEC002M     1PC,Aricept,愛憶欣,白色,圓形,錠劑,衛采,有ARICEPT與 5字樣,imprint with ARICEPT & 5,
PFA015M,PFA015M     1PC,Dilatrend 6.25mg,達利全 6.25毫克,淺黃橙色,圓形,錠劑,羅氏,有刻痕與F/1  B/M字樣,scored, imprint with F/1 B/M,2022.01.17
PFA036M,PFA036M UL1 1PC,Quinidine,硫酸奎尼丁,白色,六角形,錠劑,優良化學,有UL及041字樣,imprint with UL & 041,104.10.30
PGA006M,PGA006M     1PC,Tegretol CR,癲通 長效膜衣錠,土黃色,長橢圓形,錠劑,諾華,有刻痕與 C/G  H/C字樣,imprint with C/G & H/C,
PGA032M,PGA032M     1PC,Topamax,妥泰膜衣錠,白色,圓形,錠劑,楊森,有TOP與 25字樣,imprint with TOP & "25",
PGA066M,PGA066M     1PC,Neurontin,鎮頑癲,橘色,,膠囊,輝瑞,有Neurontin 400mg字樣,imprint with Neurontin 400mg,
PGB018M,,Celance,協良行錠,淺黃綠色,長方形,錠劑,禮來,有刻痕與 Lilly 4133字樣,scored, imprint with Lilly 4133,
PGB028M,,Requip,力必平,粉紅色,五角形,錠劑,葛蘭素,有4893與 SB字樣,imprint with 4893 & SB,
PGC068M,,Naprozen,拿普仙,橘色,橢圓形,錠劑,內外化學,有NPZ 750字樣,imprint with NPZ 750,
PGD027M,PGD027M     1PC,Morphine,鹽酸嗎啡錠,白色,圓形,錠劑,管制藥品製藥工廠,有刻痕與 M字樣,scored, imprint with M,
PMC003M,,Postinor,后定諾,白色,圓形,錠劑,Gedeon Richter,有 INOR 字樣,imprint with INOR,
PNA021M,PNA021M FH1 1PC,Tamiflu,克流感,黃/灰色,,膠囊,羅氏 / F.HOFFMANN-LA,有ROCHE 75mg字樣,imprint with " ROCHE 75mg ",2020.03.20
PZA007M,PZA007M     1PC,Imigran,英明格,淡紅紫色,長圓柱形,錠劑,葛蘭素,有Imigran與 50 字樣,imprint with Imigran & 50,
PZA130M,PZA130M     1PC,Phenbuty,芬必提500毫克錠,白色,長橢圓形,錠劑,旭能醫藥,一面有S 500字樣,imprint with S 500,2020.10.26
PBA002M,PBA002M     1PC,Allegra,艾來,粉紅色,長橢圓形,錠劑,安萬特,一面有018字樣,one side imprint with 018,101.09.06
PIG042M,PIG042M     1PC,Slow-K,緩釋鉀,肉色,圓形,錠劑,諾華,,,
PGC006M,,Aspirin,阿斯匹寧,白色,圓形,錠劑,拜耳,一面有ASPIRIN 0.5字樣,另一面有BAYER字樣,imprint with Aspirin 0.5 & BAYER,
PFC010M,PFC010M     1PC,Lescol XL,益脂可,土黃色,圓形,錠劑,諾華,有LE 與  NVR 字樣,imprint with LE & NVR,970423
PDA184M,PDA184M     1PC,Iressa,艾瑞莎,咖啡色,圓形,錠劑,阿斯特捷利康,有IRESSA與250字樣,imprint with IRESSA & 250mg,
PFD062M,,Doxaben,可迅,白色,橢圓形,錠劑,輝瑞,一邊有Pfizer字樣;另一邊有CN 2字樣,imprint with Pfizer & CN 2,
PCH036M,PCH036M     1PC,Videx-EC 250,惠妥滋,白色,橢圓形,膠囊,必治妥,有BMS 250mg及 6673字樣,imprint with BMS 250mg & 6673,
PFA011M,,Aprovel,安普諾維,白色,橢圓形,錠劑,賽諾菲安萬特,有2872字樣,imprint with 2872,970725變更
PCH003M,PCH003M     1PC,Famvir 250mg,抗濾兒膜衣錠 250毫克,白色,圓形,錠劑,Novartis,一面FV,另一面250字樣,imprint with FV & 250,2023.05.30
PFA031M,PFA031M     1PC,Zanidip,利壓,淡黃色,圓形,錠劑,Recordati,,,
PFB017M,,Elmesatt,抑塞錠,白色,圓形,錠劑,東和,有刻痕與TwLM字樣,scored, imprint with TwLM,
PGF016M,,Wellbutrin SR,威搏雋,淡紫色,圓形,錠劑,葛蘭素,一面有GX CH7字樣,imprint with GX CH7,
PCG038M,PCG038M     1PC,Cravit,可樂必妥,粉紅色,橢圓形,錠劑,Usiphar,,,
PZA137M,PZA137M     1PC,Tracleer,全可利,粉紅色,橢圓形,錠劑,Actelion,有125字樣,imprint with "125",
PGF012M,PGF012M     1PC,Prozac,百憂解,白色,橢圓形,錠劑,禮來,一面有4400字樣,imprint with 4400,
PKE014M,PKE014M     1PC,Biogen,保爾健,白色,圓形,錠劑,皇佳,,,
PIG001M,,OS-CAL,瑪珠-優,粉紅 / 藍色,橢圓形,膠囊,寶齡富錦,有PBF OS-CAL字樣,imprint with PBF OS-CAL,
PNA008P,PNA008P     1PC,Pneumovax 23 (Pneumococcal vaccine),紐蒙肺多價性肺炎鏈球菌疫苗,,,注射劑,默沙東,,,
PNA010P,,Kaketsuken dpt component,,,,,,,,
PNA014P,,Infanrix DPTa,嬰護寧,,,注射液,葛蘭素,針筒裝,,980105
PNA016P,PNA016P     1DS,Di te per anatoxal,,,,,,注射劑,,
PNA023P,PNA023P     1PC,Engerix-b,安在時B型肝炎疫苗,,,,葛蘭素,,,
PNA026P,PNA026P     1PC,公費 Engerix-B (1ml ),公費 安在時Ｂ型肝炎疫苗(1ml),,,,葛蘭素,注射劑,,107.01.02
PNA032P,PNA032P     1DS,Priorix (Mmr vaccine),派立克(麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑),,,,葛蘭素,注射劑,,103.11.02
PNA034P,PNA034P     1PC,Tat,破傷風抗毒素,,,,疾管局,,,
PNA052P,PNA052P     1PC,Havrix 1440,新赫寶克1440,,,懸液注射劑,葛蘭素,,,2021.05.14
PNA058P,PNA058P     1PC,Havrix 720,新赫寶克 720,,,懸液注射劑,葛蘭素,,,2021.05.14
PQB004P,PQB004P     1PC,Asiphylline,心安寧,,,注射液,信東,,,
PRA007P,PRA007P     1PC,Dantrium,,,,,Procter&Gamble,,,
PRA012P,,Pavulon,麻妥儂,,,,歐嘉隆,,,
PRA051P,PRA051P     1IU,Botox,保妥適,,,,愛力根,注射劑,,104.02.06
PSA012P,PSA012P     1PC,Vitacicol,美達康針,,,,信東,,,
PSA056P,,Hibilox,活維樂,,,,山之內,,,
PVB008E,,Taa soln,,,,,NA,,,
PWA010E,PWA010E     1PC,Spersin oint,使皮新,,,外用軟膏,中國化學,,,95.8.7
PWE008E,PWE008E     1PC,Burow's soln,,,,外用液劑,NA,,,103.12.03
PWK001E,PWK001E     1PC,Aczo gel,雅若凝膠,,,外用凝膠,杏輝,,,990108
PWL007E,,Zephiran,,,,,NA,,,
PWL010E,,Zephiran,,,,,,,,
PWL044E,PWL044E     1PC,Iodosorb,愛得寶,,,,史耐輝,,,
PWL048E,PWL048E     1GM,P.p powder,P.p powder,,,外用粉劑,NA,,,104.06.02
PWL051E,PWL051E     1PC,Sindine Aqueous Solution150ml,金碘藥水 150ml,,,外用液劑,杏輝,,,105.03.10
PWL052E,,Sindine Aqueous solution 3800ml,金碘藥水3800ml,,,外用液劑,杏輝,,,103.06.19
PWL053E,,Sindine solution,金碘藥水,,,,杏輝,,,
PWL055E,,Sindine Alcoholic solution 150ml,金碘酒精液 150ml,,,外用液劑,杏輝,,,105.03.10
PWL057E,,Sindine Alcoholic solution 500ml,金碘酒精液 500ml,,,外用液劑,杏輝,,,105.03.10
PWL060E,,Sindine Surgical Scrub 3800ml,金碘擦洗液 3800ml,,,外用液劑,杏輝,,,104.01.30
PWL062E,,Acrinol soln,黃藥水,,,外用液劑,久仁,,,103.02.25
PWL063E,,Acrinol soln,,,,,,,,
PWL072E,,Thimerosal tr,,,,,NA,,,
PYA001P,PYA001P     1PC,Marcaine,,,,,亞培,注射劑,,
PYA022P,PYA022P     1PC,Xylocaine 1% with Adrenaline inj,苦息樂卡因1%加腎上腺素,,,注射劑,阿斯特捷利康,,,
PYA024P,PYA024P     1PC,Bupivacaine 0.5% + Glucose 8%,4ml/amp,麻佳音脊椎麻醉,,,注射劑,阿斯特捷利康,,,
PYA025P,PYA025P     1PC,Marcaine spinal,麻佳因脊椎用,,,注射劑,阿斯特捷利康,,,
PZA006P,PZA006P     1PC,Foy 100mg,胰活愛注射劑 100mg,,,凍晶注射劑,中化,,,2023.09.22
PZA012P,,Artzd,雅節,,,,Seikagaku,,,
PZA019P,PZA019P     1PC,23.5% NaCl,,,,注射液,中國化學,,,
PZA022M,PZA022M     1PC,Sulisou,石立消膠囊,黃/白色,,膠囊,國嘉,膠囊上印有"KJ 152 ",Capsule imprinted with "KJ 152 ",103.10.16
PZA034P,PZA034P     1PC,APO-go,帕特捷,,,,Lab.Aguettant,,,
PZA038P,,Zyderm,,,,,,,,
PZA040P,PZA040P     1PC,Survanta susp.,守肺佳氣管吸入懸浮液,,,鼻用吸入劑,Abbvie,,,2020.07.24
PZA048E,PZA048E     1PC,N.S. Irrigation,生理食鹽水沖洗液,,,沖洗液,永豐,,,
PZA066P,,Cerezyme,,,,,Genzyme,,,
P2A009M,,Loose stugeron 25mg/tab(pc),,,,,,,,
P2A011M,,Loose tagamet 200mg/tab(pc),,藍色,圓形,錠劑,應元化學,錠劑上印有142，另一面印有Y.P,imprint 142 / Y.P,96.08.01
P2A012M,,Loose periactin 4mg/tab(pc),,,,,,,,
P2A017M,,Loose negacide 500mg/tab(pc),,,,,,,,
P2A018M,,Loose capoten 25mg/tab(pc),,,,,,,,
P2A019M,,Loose lopid 300mg/cap(pc),,,,,,,,
P2A020M,,Loose persantin 25mg/tab(pc),,,,,,,,
P2A022M,,Loose prepulsid 5mg/tab(pc),,,,,,,,
P2A023M,,Loose bisolvon 8mg/tab(pc),,,,,,,,
P2A024M,,Loose infant panadol 80mg/tab(pc),,,,,,,,
P2A026E,,Solubactar soln 10mg/gm 450ml/bot,,,,,,,,
P2A030E,,Selsun lotion 120ml/pc,,,,,,,,
PZA049E,PZA049E     1PC,Water for inj. irrigation 2000ml/soft bag,滅菌沖洗用蒸餾水,,,沖洗液,永豐,,,
PWL042E,,Hibitane conc.,,,,,,,,
PME052P,,Insulatard HM penfill,因速來達,,,,諾和諾德,,,
PCH064M,,Stocrit,希寧,黃色,圓形,錠劑,默沙東,有223字樣,imprint with 3809,
PCC099P,,Flumarin,氟黴寧,,,,鹽野義,,,
PWH014E,,Oxistat cream,,,,,,,,
PII030P,PII030P     1PC,CVVH-B NaCl 0.45% 2760ml/bag,氯化鈉0.45%,,,注射劑,信東,,,104.12.04
PII031P,PII031P     1PC,Rolikan,樂麗康,,,,信東,,,
PHK032P,PHK032P     1PC,Omniscan,歐奈視看,,,注射劑,奇異亞洲醫療,,,970128
PME009P,PME009P     1PC,GlucaGen,昇糖精,,,,諾和諾德,,,
PHK004P,,Isovist-300,愛照維斯,,,,Schering,,,
PZA078P,PZA078P     1PC,Sandostatin lar,善得定,,,,諾華,,,
PZA045P,PZA045P     1PC,Aggrastat,雅瑞,,,,默沙東,,,
PAA020P,PAA020P     1PC,Hidonac,希那克,,,,Zambon,注射劑,,
PNA038P,,Influenza virus infant vaccine,,,,,,,,
PMD002P,,Profasi(HCG),保祿福賜,,,,雪蘭諾,,,
7Y-P015,,安痠痛軟膏 35GM,,,,,生春堂,,,
PZA047E,PZA047E     1PC,Irrigation 0.9% Na CL 3000ml/soft bag,生理食鹽水沖洗液,,,外用液劑,永豐,,,
PIG019P,PIG019P     1PC,NaCL 0.9% 100ml/bag(ivf),生理食鹽水,,,,永豐,,,
PID014P,PID014P     1PC,Dextrose 5% 250ml/bag(ivf),葡萄糖,,,,永豐,,,
PDA208P,PDA208P     1PC,Mabthera 100mg/10mL,莫須瘤注射劑 100mg/10mL,,,注射劑,Roche,,,2023.04.21
PLB016P,,Atofen,安鐵,,,,日本宇治,,,
P3A082M,,DMSA 200mg/cap(解毒劑中心須填表單),,,,,,,,
P3A084P,P3A084P     1PC,DMPS 250mg/5ml/amp(解毒劑中心須填表單),,,,,NA,,,104.01.30
P3A085M,P3A085M     1PC,DMPS 100mg/cap(解毒劑中心須填表單),,,,,,,,
PWC040E,PWC040E     1PC,Fluticosone Cream"S.C.",全佳膚乳膏,,,外用乳膏,十全,,,980325
PCH090S,PCH090S     1PC,3-TC soln,速汰滋內服液劑,無色透明至淡黃色,,口服液劑,葛蘭素,,,102.09.11
PFD070S,PFD070S     1PC,Proglycem,-------,肉色,,口服懸浮液,先靈葆雅,透明瓶身白色瓶蓋,Transparent bottle with white cap,100.10.20
PZA098P,PZA098P     1PC,AmBisome,脂黴素微脂粒凍晶乾粉注射劑,,,凍晶乾粉注射劑,Gilead Sciences,,,
PLF008P,PLF008P     1PC,Fibro-Vein,,,,注射液,S.T.D.Pharmaceutical,紅蓋無色玻璃瓶,bottle with red cap,961119更新
PCH011P,PCH011P     1PC,Roferon-A,羅飛龍-A,,,注射液,羅氏,,,
PMD015P,PMD015P     1PC,Saizen,帥健注射劑,,,,雪蘭諾,,,
PGA015P,PGA015P     1PC,Depakine 400mg,帝拔癲凍晶注射劑 400mg,,,凍晶注射劑,Sanofi,,,2023.03.15
PCH017P,PCH017P     1PC,PEG-Intron,派樂能,,,,先靈葆雅,,,
PCH019P,PCH019P     1PC,PEG-Intron,派樂能,,,,先靈葆雅,,,
P4A006M,,Syncoquin,,,,,Synco,,,
P4A007P,P4A007P     1PC,Panquin,,,,,,疾管局提供 限治療瘧疾用,,
PWL056E,,Sindine Alcoholic solution 3800ml,金碘酒精液 3800ml,,,外用液劑,杏輝,,,103.03.31
PHP008P,PHP008P     1PC,LH-RH,黃體形成荷爾蒙分泌荷爾蒙注射液,,,注射劑,Mitsubishi Tanabe,,,106.07.25
PJA015P,,Streptase,溶栓,,,,安萬特,,,
PCH070M,,Kaletra,快利佳,橘色,橢圓形,軟膠囊,亞培,有PK字樣,imprint with PK,
P3A080P,P3A080P     1PC,Digibind 38mg/vial(解毒劑中心須按規範及填資料),,,,,NA,,,104.01.30
PDA011P,PDA011P     1PC,Lipo-Dox,力得,,,,台灣東洋,,,
PDA043P,PDA043P     1PC,Asadin,伸定,,,,台灣東洋,,,
PZA122P,PZA122P     1PC,Fabrazyme  35mg/vial,法布瑞(酉每)凍晶注射劑35毫克,,,凍晶注射劑,Hospira,,,103.09.17
PHK023P,,Angiografin,安吉格那芬,,,,Schering,,,
PCH072M,,Viracept,維拉賽特,藍色,橢圓形,錠劑,羅氏,有Viracept 及250mg字樣,imprint with Varacept & 250mg,
PVI005E,PVI005E     1PC,BSS Plus 500mL/bot  (for Silver,基本型),,,,眼用沖洗液,愛爾康,,,
PDA212P,PDA212P     1PC,Zenapax,羅植平,,,,羅氏,注射劑,,
PCC006P,PCC006P     1PC,Zyvox,采福適,,,,法瑪西亞,,,
PZA089P,PZA089P     1PC,Rebif 44,立比扶,,,,雪蘭諾,,,
PZA123M,,Syprine,,橘色,,膠囊,默沙東,有MSD 661字樣,imprint with MSD 661,
PDA085E,,Supremon,,,,,,,,
PGG023M,,Seroquel,思樂康,白色,圓形,錠劑,阿斯特捷利康,有seroquel 200字樣,imprint with seroquel 200,
PHK052P,PHK052P     1PC,Omnipaque  100ml,安你拍克注射劑,,,,奇異亞洲醫療,注射劑,,2020.12.28
PZA125P,,Diamox,,,,,,,,
PDA091M,PDA091M     1PC,Estracyt,抑癌,白色,,膠囊,法瑪西亞,有Estracyt/kph 750字樣,imprint with Estracyt/kph 750,
PDA030P,,Cylocide,基羅塞,,,,Nippon Shinyaku,,,
PIG004P,,CaCl2 (IV) 5% 20ml/amp (1g/pc),氯化鈣,,,,濟生,,,
PZA178M,,Risumic,,,,,,,,
PLA002P,PLA002P     1PC,Alba,,,,,,,,
PZA179P,,Eprex,,,,,,,,
PZA180P,,Eprex,,,,,,,,
PMG103P,PMG103P     1PC,Metastron,,,,,NA,,,
PZA086M,PZA086M     1PC,Rapamune,斥消靈,白色,三角形,錠劑,Pfizer,有RAPAMUNE 1mg字樣,imprint with RAPAMUNE 1mg,2021.03.19
PMD034P,PMD034P     1PC,Cetrotide,欣得泰凍晶注射劑,,,,雪蘭諾,注射劑,,
PZA181P,,Fragmin,,,,,,,,
PZA129P,,Xigris,除栓素,,,,禮來,,,
PWC025E,PWC025E     1PC,Topsym cream,妥膚淨,,,,田邊,,,94.12.12
PCC090P,PCC090P     1PC,Claforan,可活能靜,,,,Roussel,,,
PCC190P,,Azactam,安達菌素,,,,必治妥,,,
PCG050P,PCG050P     1PC,Ciproxin,速博新,,,,拜耳,,,
PGB027M,,Requip,力必平,淡綠色,五角形,錠劑,葛蘭素,一面有SB，另一面有4892字樣,imprint with SB & 4892,101.03.28
PCH034P,PCH034P     1PC,Pegasys,珮格西施,,,注射劑,羅氏,,,
PNA042P,,,四合一疫苗,,,,安萬特,,,
PNA044P,,Infanrix IPV Hib,嬰護寧五合一疫苗,,,,葛蘭素,,,
PWL038E,,Sterial,,,,,,,,
PKB014M,PKB014M     1PC,Smecta 3gm,舒腹達口服懸液用粉劑 3gm,,,口服懸浮用粉劑,IPSEN,,,2023.05.02
PMD036P,,Gonal-F,果納芬,,,,雪蘭諾,,,
PRA018P,PRA018P     1PC,Nimbex,肌弛適,,,注射液,葛蘭素,,,107.01.11
PMD038P,PMD038P     1PC,Puregon 300,保妊康匣式注射液,,,注射劑,歐嘉隆,,,
PWE002E,PWE002E     1PC,Odaban spray,優得芬,,,皮膚噴霧劑,貝氏,,,
P5A001P,,Mefoxin,,,,,,,,
PZA134P,,Enbrel,恩博,,,,惠氏,,,
PCD006P,PCD006P     1PC,Cancidas,黴息止,,,,默沙東,,,
PUA070P,,Lidocaine 20mg/ml+Epinephrine 0.025mg/ml,,,,,,,,
PCH021P,PCH021P     1PC,PEG-Intron,派樂能,,,,先靈葆雅,,,
PHK061P,,Utravist,優照維斯,,,,Schering,,,
PHK062P,,Utravist,優照維斯,,,,Schering,,,
PHK063P,,Ultravist,優照維斯,,,,Schering,,,
PGE002P,PGE002P     1PC,Citosol,治得舒,,,注射劑,日本杏林,,,
PII026E,PII026E     1PC,Custodiol,"克福樂" 開保器官保存液,,,,NA,,,
PZA029M,PZA029M     1PC,Cialis,犀利士,土黃色,長橢圓形,錠劑,禮來,有C20字樣,imprint with C20,
PZA135P,PZA135P     1PC,Normosang,血基賞濃縮輸注液,,,濃縮輸注液,EVER Pharma JENA,,,
PDA186P,PDA186P     1PC,Leustatin,,,,,Ortho Biotech,,,
PHK010P,,Resovist,,,,,,,,
PZA079M,PZA079M     1PC,Prograf 0.5mg,普樂可復膠囊 0.5毫克,黃色,,膠囊,Astellas,有607 / 0.5mg字樣,imprint with 607 / 0.5mg,2023.03.25
PCH035P,PCH035P     1PC,Pegasys 135,珮格西施,,,,羅氏,,,
PCD027P,PCD027P     1PC,Vfend 200mg,黴飛凍晶注射液 200毫克,,,凍晶注射劑,Pfizer,,,2023.07.24
PLA013P,,Gammar-P I.V,,,,,,,,
PDA215P,,Mylotarg,,,,,,,,
PZA133E,PZA133E     1PC,Ventavis,菲塔敏思,,,吸入用液劑,Bayer,安瓿上有紅色環及藍點,ampule with red ring and blue spot,2022.02.14
